First Payment Date,Maturity Date,Loan Amount,Zip,Property Value,Year Built,Net Operating Income,Effective Gross Income,Total Operating Expenses,Maintenance Expense,Parking Expense,Taxes Expense,Insurance Expense,Utilities Expense,Payroll Expense
2016-12-01,2036-11-01,2642082.47,07104,3318028.04,1962,226327.43,460277.76,240144.63,25767.81,5334.66,70138.45,29577.24,29860.14,19714.49
2017-02-01,2037-01-01,2276691.88,02150,2960646.58,1900,169453.35,236167.6,73745.12,8280.52,2282.82,21906.48,7624.92,6872.23,0.0
2017-01-01,2036-12-01,1200226.54,11385,1811774.63,1930,108611.74,149964.07,41544.93,4149.9,0.0,12053.11,3776.78,6657.07,0.0
2017-03-01,2027-02-01,5169600.86,20009,7884982.65,1910,403318.31,582188.95,181647.06,41015.41,0.0,40972.37,6612.46,10170.31,29553.24
2017-05-01,2029-04-01,736533.16,97058,1606431.28,1979,106077.46,211471.84,114692.94,31439.0,0.0,28069.64,7627.65,898.45,0.0
2016-06-01,2036-05-01,4623104.9,11218,5841977.16,1931,299002.72,404325.21,91466.7,10078.06,0.0,27219.69,12030.27,14933.22,8861.74
2017-05-01,2037-04-01,1628635.88,11221,2507697.17,1920,115993.73,151680.07,31611.16,3238.78,0.0,7600.85,3119.49,5469.83,3072.25
2017-01-01,2026-12-01,3518311.96,48328,5278307.89,1968,384468.33,810735.38,440147.04,54652.19,0.0,63647.05,32671.49,36540.13,105199.17
2017-05-01,2027-04-01,5558614.05,27215,7414337.63,1988,515952.51,1013066.49,462264.13,98537.83,0.0,84924.81,37069.7,64983.58,107960.41
2017-02-01,2037-01-01,1135814.93,11385,1637156.24,1930,75463.77,116551.13,38715.38,3034.52,0.0,9809.7,3547.55,6241.24,2938.93
2017-03-01,2024-02-01,7651870.37,75214,10325313.05,1963,650603.42,1227926.44,551449.41,60752.96,0.0,137077.2,29630.22,112550.53,141209.72
2016-06-01,2028-05-01,13201656.23,49512,17436088.76,1986,1082917.18,2012603.81,950647.89,178121.89,0.0,193956.54,62728.52,77225.12,197841.92
2016-11-01,2026-10-01,1778403.21,28269,3578834.25,1970,185795.0,622488.41,432198.63,110659.27,0.0,31360.74,65159.01,108064.49,73948.08
2016-05-01,2023-04-01,10867231.8,23455,13864312.96,1970,930786.99,1629583.89,716937.56,111588.69,0.0,102204.39,39072.55,160332.67,177773.03
2016-07-01,2036-06-01,1622336.3,10458,2022394.16,1910,116756.56,168100.25,52185.42,4873.34,0.0,8737.14,6347.29,20639.51,4922.53
2017-04-01,2027-03-01,1044949.08,11212,1941560.92,1931,84097.11,128448.4,43946.86,3467.01,0.0,13428.39,7395.37,8400.76,2969.55
2017-07-01,2037-06-01,2582036.24,11206,3137677.21,1931,167739.05,197191.52,32695.7,4237.19,0.0,8502.59,3865.9,885.94,3439.45
2016-11-01,2036-10-01,4675908.34,01605,5689669.72,1988,395956.97,640592.74,253844.2,44141.9,0.0,79600.85,18386.76,17303.08,33996.87
2017-02-01,2037-01-01,2121097.67,11237,2758322.88,1931,141793.5,175906.17,32677.39,3886.99,0.0,9295.2,3714.64,742.13,4700.85
2017-01-01,2026-12-01,1325698.2,94403,6395496.72,1964,172425.23,334400.93,153175.28,26040.28,0.0,79406.64,20788.87,10597.35,0.0
2016-03-01,2026-02-01,3132171.21,90018,3999786.24,1955,243952.58,413181.95,162286.98,26220.17,0.0,40204.57,9891.6,7609.57,19218.93
2016-08-01,2036-07-01,820855.2,06106,1281148.46,1915,91282.82,218128.62,122722.05,20786.21,0.0,54048.09,14793.93,8283.81,5078.51
2017-01-01,2026-12-01,46827513.31,08043,61418014.35,1975,4036640.4,6858570.0,2608817.14,395412.74,0.0,830589.58,86947.16,672583.08,417873.89
2016-07-01,2028-06-01,2738387.96,49009,3518487.97,1978,292865.19,784596.21,489498.5,124612.4,5629.97,71527.38,16014.08,62630.28,117842.44
2017-02-01,2037-01-01,4127622.54,11238,6142439.76,1930,288697.15,380834.13,92498.66,8603.51,0.0,37033.24,7892.62,10306.41,7929.11
2016-07-01,2036-06-01,3181592.51,11101,4591211.04,1940,208047.88,254697.02,45730.92,4095.71,0.0,13417.11,5347.72,2414.13,4033.77
2016-11-01,2023-10-01,3712903.2,77057,5814995.92,1972,390865.6,949319.97,536456.37,37693.72,0.0,99938.0,40298.12,139713.83,156474.62
2017-03-01,2037-02-01,0.0,11216,3913511.51,1930,197472.83,229923.29,30887.13,3786.7,0.0,6244.58,3951.8,1217.45,3915.78
2017-03-01,2037-02-01,3195173.13,11237,3999314.86,1931,212161.45,248570.91,34477.78,7280.32,0.0,4859.14,4839.34,6243.73,2737.28
2016-03-01,2036-02-01,2932616.71,75006,3887811.97,1963,294021.98,635454.63,336336.06,52666.09,0.0,64089.2,20007.71,65087.05,71133.77
2017-02-01,2027-01-01,5851253.96,30504,8926150.36,2001,458725.64,1035856.85,588626.61,83407.53,0.0,82611.52,25580.81,28271.06,157715.09
2017-03-01,2037-02-01,2652700.89,19152,3402913.16,1965,213489.87,343494.35,118258.88,26344.25,0.0,27595.04,11179.19,10012.36,14951.65
2010-10-01,2020-09-01,1787641.79,91605,Error,1988,164682.61,305837.22,149425.82,38244.84,0.0,38139.05,8174.87,28424.24,11329.24
2017-01-01,2026-12-01,1105200.75,60622,1551202.77,1882,94990.98,123800.14,33436.2,5050.6,0.0,10350.21,4087.45,899.63,1170.98
2017-04-01,2037-03-01,2139086.56,11205,3891048.17,2016,198846.43,240287.71,39711.31,3447.54,0.0,13553.42,3511.59,968.08,4646.25
2016-06-01,2023-05-01,7654249.69,30605,10697758.45,1972,847807.88,1626788.01,776222.43,125963.65,0.0,93094.78,58100.95,138608.54,254051.0
2016-12-01,2036-11-01,1204781.03,10703,1485777.22,1900,82396.02,133718.72,50305.63,3885.36,0.0,18081.78,5928.7,9103.55,2615.79
2016-03-01,2036-02-01,2876305.06,60637,4333107.85,1901,307298.04,601853.06,308983.05,62433.07,0.0,50116.42,16233.06,62682.27,25082.8
2016-07-01,2026-06-01,8569834.39,78217,12839421.88,1974,775721.1,2128967.0,1280585.92,176349.65,0.0,345398.98,41769.49,265628.04,267835.44
2017-03-01,2037-02-01,2391848.84,94601,4195958.32,1961,162680.89,386047.87,209437.19,46133.5,0.0,72162.57,11054.65,22488.39,6157.78
2016-05-01,2036-04-01,4018610.97,97060,5813755.24,1996,299920.51,527037.66,232110.54,61651.66,9144.08,59338.55,7243.45,4348.57,41473.55
2014-02-01,2024-01-01,2946165.14,,5845349.42,1974,374350.62,861595.78,486441.64,90974.29,0.0,109987.44,36410.83,30699.97,92815.79
2016-04-01,2026-03-01,1685140.56,27834,2327895.8,1995,153946.14,294572.02,131441.51,19738.63,0.0,27471.7,17686.61,21760.74,26347.42
2017-06-01,2029-05-01,1060940.53,97301,2198663.78,1972,123358.33,212201.27,88452.91,25341.77,0.0,22566.1,4695.19,4174.45,5561.68
2017-04-01,2037-03-01,1674212.89,11221,2598499.14,1931,130719.85,160170.57,34858.33,3365.25,0.0,6373.27,3188.08,5842.78,2930.16
2017-04-01,2027-03-01,6194914.15,63101,8144373.2,1896,345159.41,953192.93,637298.09,227924.95,11457.91,98159.9,44442.73,69497.37,77585.93
2017-02-01,2027-01-01,1741698.64,35216,2445567.73,1969,162299.23,404827.85,241003.3,37858.72,0.0,29919.88,15456.03,66988.75,57102.43
2017-03-01,2037-02-01,2860161.76,94941,4531138.27,1958,181319.67,270687.89,86515.73,10016.37,0.0,52352.75,4210.23,3740.91,3580.97
2016-05-01,2023-04-01,7170761.26,89104,14548472.95,1997,889744.06,1858702.52,960268.58,183902.12,0.0,99250.3,40869.27,122347.44,328831.39
2016-04-01,2021-03-01,10770832.97,35816,16483862.43,1986,1042308.72,1975156.8,961979.75,148236.85,0.0,109325.67,58907.23,61988.29,286086.97
2016-12-01,2026-11-01,2628327.2,33764,4468080.26,1973,247635.19,706834.11,468365.78,109429.99,0.0,75921.15,31173.34,15038.72,75554.03
2017-02-01,2027-01-01,2023872.59,35810,3223487.6,1990,229513.13,548494.98,324651.95,62866.88,0.0,13805.09,22266.13,9243.79,89549.24
2017-02-01,2037-01-01,4980089.72,11216,7082708.09,1900,347822.56,479933.59,141623.24,10132.81,0.0,68466.54,10331.79,14281.35,12260.07
2016-03-01,2026-02-01,5785814.72,94928,12281261.91,1978,574997.93,954658.99,380725.69,50449.41,0.0,83089.19,13840.8,21305.07,89057.68
2016-07-01,2036-06-01,1286751.35,11237,1973406.57,1931,104419.93,138642.67,37087.02,3048.99,0.0,6825.58,4335.56,8608.48,2934.58
2016-12-01,2026-11-01,1203299.77,63130,2017962.25,1960,122581.15,253624.44,134003.17,32288.96,0.0,18463.47,34639.1,4511.23,17446.37
2017-04-01,2037-03-01,0.0,10466,1165578.24,2005,74337.0,143298.1,70637.32,3178.82,0.0,43868.78,6321.36,8484.38,3998.73
2016-05-01,2026-04-01,26923161.45,85023,40916622.9,1980,2348136.7,4665644.99,2310343.58,365425.03,0.0,356513.94,80444.43,475355.42,674768.22
2016-09-01,2026-08-01,29145955.48,75208,44294786.14,2015,2184975.85,4218577.15,1973349.6,169956.78,0.0,1053039.33,55380.51,60904.04,312280.85
2016-11-01,2023-10-01,5058836.26,55403,10696381.89,1920,369185.68,1163333.33,804910.84,136483.17,0.0,206581.67,50188.06,114153.14,144397.04
2017-03-01,2037-02-01,1400045.59,06702,1716682.79,1905,158942.99,267337.18,102665.93,13363.28,0.0,39375.94,13724.48,8263.83,5228.43
2017-05-01,2037-04-01,1770826.57,90057,2641555.92,1926,129083.43,205409.87,68811.08,13816.49,0.0,24637.6,6508.57,12021.51,0.0
2016-11-01,2023-10-01,4050820.87,77057,6110382.83,1974,413966.49,1091736.93,669695.76,55554.04,0.0,108494.54,41408.14,255044.88,135640.75
2016-12-01,2046-11-01,4111799.62,95640,9823326.73,1993,394359.84,749910.08,349305.81,89973.97,0.0,105972.58,5302.05,14626.17,77302.6
2015-06-01,2025-05-01,9865604.21,,14744489.86,1983,949562.87,2084457.18,1153157.62,146459.2,0.0,347736.33,52926.81,155720.92,257704.06
2015-01-01,2024-12-01,3370685.15,76301,Error,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,2036-03-01,2438607.0,94601,3009351.1,1912,215049.7,327190.04,116588.67,20520.8,0.0,44947.66,5549.57,11647.28,12727.6
2016-11-01,2023-10-01,9402736.26,77092,14337599.74,1976,1046920.48,2166184.05,1191487.64,106470.86,0.0,213859.51,87337.32,353095.15,260520.87
2017-04-01,2027-03-01,6994885.93,48033,10691281.4,1990,678740.04,1492330.47,806439.52,160124.17,0.0,169332.36,25025.03,18480.83,157100.69
2017-03-01,2037-02-01,1585355.81,11216,2968266.44,1931,117929.09,150149.47,28716.28,2543.67,0.0,6925.41,4871.44,4526.38,2050.94
2017-04-01,2027-03-01,4279432.71,02189,6156193.35,1975,324351.22,514663.22,198818.42,36089.06,0.0,53114.81,14886.96,32615.36,0.0
2016-07-01,2036-06-01,4556274.22,92801,7303009.86,1963,325430.83,535010.62,203177.28,50578.3,3187.82,68057.84,12406.13,16263.94,5408.26
2016-12-01,2031-11-01,2315395.87,68138,3166902.07,2000,205329.94,383772.7,191996.11,27733.27,8710.68,52748.41,12953.66,42260.21,33207.61
2017-02-01,2027-01-01,2210514.75,,Error,,77551.02,162336.16,88561.31,28316.24,0.0,13248.82,4551.5,4455.02,7858.92
2016-04-01,2026-03-01,15581583.74,77505,19601228.35,1984,1371022.09,2705304.49,1396373.2,195631.61,0.0,443314.03,101701.88,120208.69,305846.45
2017-02-01,2037-01-01,4026919.48,11691,6587294.02,1962,309986.54,435482.93,133186.91,9947.04,24618.82,57800.65,13022.64,5855.07,8834.79
2017-02-01,2037-01-01,2437176.99,80218,3038064.89,1930,165635.3,268821.14,103307.97,37189.84,0.0,14922.53,5547.75,13559.94,11794.78
2016-12-01,2023-11-01,13378506.12,28210,18017910.87,1968,1245931.53,2253409.7,1023665.49,221000.37,0.0,64421.49,31617.23,160865.89,324374.98
2017-02-01,2027-01-01,1320838.35,38104,1923657.66,1964,107364.64,223669.98,118869.73,29896.56,0.0,40813.8,13991.83,5531.94,7200.24
2017-07-01,2037-06-01,1493710.74,11222,2755340.77,1920,108145.07,144863.38,34445.09,3907.22,0.0,9515.88,4538.57,2886.34,2865.94
2017-01-01,2026-12-01,3348130.08,85281,4307119.52,1963,253008.87,420308.45,164348.68,21647.5,0.0,23076.82,4277.19,17044.07,45452.25
2016-06-01,2036-05-01,2397040.72,01902,3451611.35,1933,229946.09,358741.44,127880.62,27685.71,0.0,33293.3,14773.07,32211.31,0.0
2016-06-01,2026-05-01,6424311.24,46241,8890799.47,1986,519975.93,1147894.93,618003.55,127266.26,0.0,81195.21,34604.04,64368.58,165329.01
2016-05-01,2026-04-01,1762541.13,60641,2140426.12,1924,95852.35,165420.8,72388.29,12176.26,0.0,38590.67,5200.67,1367.84,0.0
2016-12-01,2036-11-01,1175032.11,11233,1478980.49,1910,82800.27,112972.47,31222.14,4232.58,0.0,9214.28,5026.73,1551.42,2342.11
2016-04-01,2026-03-01,33834763.68,76017,44241744.73,1982,2755320.35,5865259.23,3075068.58,420747.95,0.0,855206.49,187776.7,136245.04,676560.52
2016-06-01,2023-05-01,4122588.51,39531,5124435.87,1984,437769.73,959275.21,526513.4,108235.32,0.0,60119.64,42469.79,88795.16,144834.75
2010-12-01,2020-11-01,992708.41,90059,2399631.43,1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,2027-02-01,1474078.97,10950,2273877.78,2016,144382.01,177719.96,24504.99,3060.97,0.0,8797.17,2441.15,149.28,2718.15
2017-04-01,2037-03-01,997977.57,07503,1455354.4,1920,93252.64,150491.97,58113.56,6450.96,0.0,27007.93,5841.86,1372.03,5455.05
2016-03-01,2036-02-01,4175583.13,90005,5422530.04,1928,292104.85,477146.31,179492.35,28823.08,0.0,53035.01,6704.28,28795.75,13712.0
2017-04-01,2032-03-01,1495795.38,60660,5404293.47,1969,255466.39,506255.35,228826.91,58286.14,0.0,63894.75,13072.49,49087.09,19927.77
2016-07-01,2026-06-01,11415664.04,78217,17601139.44,1975,1085512.47,2652665.52,1615263.2,228930.44,0.0,390222.68,164921.57,289697.75,358962.51
2016-04-01,2026-03-01,14477183.85,77521,18904168.34,1985,1247167.33,2753342.86,1491484.78,207503.42,0.0,470931.78,119409.8,174470.21,295095.38
2016-05-01,2036-04-01,4490059.37,95126,5692492.31,1959,297213.98,430319.62,141892.67,17610.76,0.0,62190.94,4320.76,11697.87,24635.85
2017-04-01,2022-03-01,3698273.18,77057,6268731.02,1973,402204.95,1079022.61,719397.11,57139.72,0.0,111656.92,43788.69,146345.7,170455.04
2016-05-01,2026-04-01,19018883.99,85008,29716701.51,1983,1727570.26,3105501.97,1419348.81,291728.33,0.0,143479.31,47570.36,233180.73,477723.0
2017-01-01,2036-12-01,2961827.2,92683,4418508.32,1963,209347.27,345965.14,126592.83,29154.0,0.0,40874.61,11583.15,18526.61,10645.47
2017-04-01,2027-03-01,7113931.66,99336,9661521.33,"1971, 1973",680151.55,1233254.93,495381.77,110615.28,0.0,95634.03,31157.21,13748.17,166493.02
2017-02-01,2024-01-01,10099443.01,48917,14853762.58,1986,918281.91,1505618.53,648406.84,119717.66,0.0,167228.38,31526.11,80238.0,150611.57
2016-04-01,2026-03-01,2040193.95,32507,2745908.59,1984,219927.34,366452.48,144321.42,25631.63,0.0,28908.72,19220.86,3558.64,45132.27
2016-07-01,2036-06-01,2846369.4,11237,4614016.29,1931,223765.78,276754.64,46833.13,4296.87,0.0,17232.09,6668.34,1223.1,2450.83
2017-03-01,2037-02-01,4479202.38,80211,6400026.21,1963,313310.85,488331.41,182960.96,58912.71,0.0,28474.68,13813.73,30154.05,14953.3
2017-03-01,2027-02-01,4295193.55,55423,9530541.67,1964,605923.49,1266432.63,679657.57,114938.5,0.0,153965.22,30424.87,49845.75,160811.53
2017-02-01,2037-01-01,972312.16,11385,1475575.78,1931,74426.78,110528.45,33445.22,3263.88,0.0,8765.41,2768.27,6028.15,3065.87
2017-06-01,2037-05-01,2136896.45,11221,3319043.16,1931,153022.83,187378.01,30211.09,3070.26,0.0,3672.85,2865.38,5349.41,2442.99
2017-03-01,2037-02-01,0.0,11218,1951919.17,1930,93886.52,128204.69,36562.85,3960.55,0.0,11519.23,3774.62,2788.49,3696.39
2017-02-01,2037-01-01,2332503.72,11221,3150318.18,1931,161194.12,195134.31,31717.82,3918.09,0.0,4514.51,4499.41,888.85,6507.33
2017-06-01,2027-05-01,3612951.26,60645,4417231.72,1961,270134.07,420422.09,154406.69,30277.18,7226.06,37359.26,8644.57,31081.31,6170.66
2016-11-01,2023-10-01,37656170.74,30339,56378747.81,1996,1714574.51,2633542.12,976652.91,191975.18,0.0,266096.69,34937.98,50165.67,278854.88
2016-12-01,2026-11-01,2270381.26,94901,6795186.08,1957,263463.63,496499.9,221509.36,53090.23,0.0,79084.61,10923.65,3919.96,33301.36
2017-06-01,2024-07-01,2038973.19,29307,10400714.09,1973,655893.85,1398795.95,763910.05,117628.64,0.0,156326.29,40340.72,31662.6,243257.88
2016-08-01,2036-07-01,2332846.41,10457,3181400.16,1928,169286.92,306171.71,138443.93,10302.43,0.0,35907.88,12521.99,27101.91,21161.63
2017-04-01,2027-03-01,1918838.6,98607,2966113.23,2016,149782.58,221272.5,60501.34,6966.98,0.0,34674.39,3225.33,3094.8,246.47
2016-05-01,2036-04-01,1972421.79,91304,3255956.68,1961,226819.52,320230.25,89749.02,20564.13,0.0,22613.6,8517.41,28986.67,0.0
2016-06-01,2023-05-01,3597282.24,48033,5928387.02,1971,482992.49,1047060.76,524166.01,86935.73,3985.14,114585.8,38395.88,23945.32,105887.2
2017-01-01,2024-01-01,948837.78,76205,5771208.04,1974,392073.3,895628.15,496050.92,88064.08,0.0,110474.04,35930.51,32052.89,92419.52
2017-06-01,2037-05-01,2556279.1,90057,4033236.37,1922,215656.74,330695.57,115500.77,16758.98,0.0,39161.93,6984.7,16486.15,18730.04
2017-04-01,2037-03-01,2210590.93,80220,2954617.57,"1948, 1949",158621.87,238733.83,88054.8,25078.74,589.76,17050.91,4895.47,12319.82,7991.47
2017-01-01,2024-07-01,1523250.02,78219,7576614.68,1971,481094.7,1202585.45,680583.04,92215.32,0.0,165545.84,33882.65,116760.72,178093.85
2017-07-01,2037-06-01,1095751.3,11233,1365068.49,1910,69705.22,100670.92,28211.34,4114.77,0.0,2130.97,3580.63,5209.54,3141.73
2017-03-01,2027-02-01,8400076.1,76207,12211359.7,1975,802101.99,1626707.8,861463.73,126302.27,0.0,175282.22,56198.0,51810.69,236887.32
2017-01-01,2036-12-01,1834690.36,75219,3099954.77,1955,191116.82,414802.29,225568.1,55111.32,0.0,68868.94,23782.55,8259.81,22275.93
2016-05-01,2023-04-01,1629671.13,63118,2140151.94,1923,153194.37,221736.68,69741.93,18494.91,0.0,10290.84,6188.04,6638.21,16142.27
2016-08-01,2036-07-01,1340548.59,11222,1893324.37,1931,92742.23,129264.75,33382.22,4124.81,0.0,7219.97,3173.32,8472.02,3082.91
2016-08-01,2023-07-01,7069563.63,48187,11745997.39,1974,991705.43,1789947.56,799906.87,133293.47,0.0,171234.89,37680.16,132460.41,183704.6
2016-05-01,2036-04-01,1436778.74,60649,1872049.97,1920,149426.29,205489.06,61161.58,8396.1,0.0,12520.25,10239.27,19542.68,0.0
2016-08-01,2036-07-01,2138105.25,91901,3762242.66,1986,171478.02,304591.8,132085.21,27214.83,0.0,54028.7,7936.56,6324.68,7312.68
2016-03-01,2026-02-01,3156049.97,90018,3983345.19,1961,248139.93,409459.12,170876.25,27062.32,0.0,51349.56,9475.13,9652.36,18707.14
2016-06-01,2026-05-01,16769581.4,33615,22437622.79,1984,1302047.05,2737279.16,1332550.49,210207.82,233.94,313681.67,85260.31,109718.99,298867.11
2016-07-01,2036-06-01,4601669.95,93510,5693858.46,1985,398898.48,507587.36,127257.56,55577.04,0.0,41644.04,5803.08,6866.87,0.0
2016-05-01,2026-04-01,10680943.45,78753,16869685.08,1983,987839.01,2023112.57,1071727.06,138717.91,0.0,273149.6,34736.75,271350.88,217373.59
2016-05-01,2026-04-01,13404699.27,76137,17013198.21,1985,1037130.02,2295138.7,1193145.03,151908.37,0.0,458853.63,59869.97,27201.87,216578.66
2017-01-01,2036-12-01,2008355.99,11207,3045113.08,1906,161333.74,184094.99,24922.72,3312.31,0.0,6051.87,1798.68,813.28,2329.04
2016-04-01,2026-03-01,18275978.07,76040,24448550.46,1983,1619025.75,3269786.72,1643316.61,236073.73,0.0,437103.99,104691.61,66789.04,377661.13
2016-07-01,2031-06-01,14073622.72,32822,17931667.66,1973,1109495.18,2150738.33,984643.3,203330.44,0.0,291491.24,83210.25,31818.22,227183.99
2016-05-01,2036-04-01,1977535.78,60153,3003975.57,1924,215865.03,405025.95,199588.69,37340.32,0.0,46025.63,9177.47,39825.9,0.0
2016-05-01,2036-04-01,2597845.0,11221,3345552.09,1931,177229.99,208735.6,33023.66,3753.34,0.0,6056.22,6106.54,1048.72,2942.93
2016-05-01,2026-04-01,17062916.47,75243,20990215.18,1996,1435685.05,2829661.86,1340851.17,192782.28,46067.02,423932.55,78051.67,176377.19,280645.79
2016-06-01,2024-03-01,2482263.16,78758,18070128.3,1984,1092914.38,2183455.98,1108654.52,187132.19,0.0,255722.07,52587.94,228553.8,265400.69
2016-05-01,2036-04-01,4622414.83,80214,5724790.52,1959,347873.35,566248.66,222472.28,82186.81,0.0,25048.99,20088.27,3355.65,0.0
2016-07-01,2036-06-01,1021860.82,11206,1632126.91,1931,72807.03,98707.52,25968.91,3162.08,0.0,3957.04,2042.04,4246.71,3030.88
2016-07-01,2026-06-01,16580364.71,78758,22204534.58,1970,1416385.02,2800507.71,1359917.32,164855.05,0.0,421635.78,43077.51,312465.05,270465.44
2016-04-01,2026-03-01,16397063.55,77573,20229245.06,1984,1368065.71,2734788.35,1342725.13,173575.16,0.0,402353.42,96662.32,145790.9,302521.58
2016-07-01,2036-06-01,858349.7,11222,1372219.31,1931,64438.84,95715.23,34051.25,3579.18,0.0,8255.04,2943.66,7845.87,3046.63
2016-08-01,2021-07-01,11494890.35,94558,31369304.75,1973,1916913.76,3101173.24,1169946.5,112337.07,0.0,153490.9,98290.17,177634.6,497405.64
2016-12-01,2036-11-01,1399343.04,11208,1852121.28,1930,112529.19,136946.18,29573.2,4264.19,0.0,7909.55,3922.35,2313.41,1800.74
2016-07-01,2036-06-01,4063295.42,93560,5572339.61,1987,439204.1,631197.72,182561.12,71912.54,0.0,29915.33,8888.43,51062.37,0.0
2016-06-01,2036-05-01,1286215.24,90621,1845868.14,1988,88119.94,125877.02,39468.4,8106.04,0.0,16815.72,2424.41,595.79,0.0
2017-02-01,2025-02-01,4031713.1,32746,38303956.02,1998,2105303.98,3786599.63,1710922.2,272114.73,0.0,363275.85,74956.5,169391.33,377031.86
2016-06-01,2026-05-01,3086561.06,17103,4066217.07,1963,280071.01,553517.94,279862.75,59799.46,0.0,59606.6,14068.71,87104.89,14208.17
2016-07-01,2036-06-01,2530998.27,11237,3978536.23,1931,190113.03,239738.86,44476.35,4507.36,0.0,15444.91,6601.15,2234.11,2425.97
2016-06-01,2036-05-01,1297586.4,60653,2121710.2,1898,36807.81,96797.8,63798.51,12093.09,0.0,6837.16,2910.27,11469.15,0.0
2017-07-01,2037-06-01,1224788.14,11205,1649550.48,1905,75818.88,116863.67,43291.09,4637.88,0.0,9885.09,4231.06,7698.88,4065.16
2016-10-01,2026-09-01,2926727.68,38053,3688770.01,1950,391761.18,862471.36,469449.1,86028.52,0.0,35151.57,71741.52,98214.68,151303.78
2016-06-01,2026-05-01,17591347.3,28226,25184745.54,1985,1355711.52,2516308.35,1076688.23,167740.2,0.0,142793.25,46822.37,198996.76,309267.31
2016-05-01,2036-04-01,2719252.87,11221,3465655.42,1931,191320.01,245451.68,45528.2,3931.22,0.0,14255.72,4704.05,8446.83,3749.52
2016-08-01,2036-07-01,1565272.02,11213,2489787.66,1925,109412.22,161490.9,47754.6,4858.49,0.0,13313.85,5395.79,7831.14,2570.55
2016-06-01,2036-05-01,1131334.25,60649,1486358.49,1922,127470.28,151027.47,22848.26,8394.81,0.0,6716.56,3293.47,503.35,0.0
2016-08-01,2036-07-01,2503805.07,11208,3121830.85,1931,171567.19,297125.7,126451.11,9639.32,0.0,60166.34,9809.63,19518.66,5570.86
2016-06-01,2023-05-01,1852228.35,39202,2266723.44,2008,159303.92,308004.15,147883.63,46792.76,0.0,27902.14,14028.04,5871.62,16969.32
2016-05-01,2036-04-01,1766346.67,10031,4188138.71,1910,191422.05,350612.2,176794.61,30244.71,0.0,64845.84,4085.52,40711.83,14384.6
2016-04-01,2023-03-01,7012770.37,30058,11119186.81,1989,877356.89,2030778.57,1074259.55,232731.24,0.0,82757.86,43810.03,44144.86,328349.09
2016-06-01,2026-05-01,1964403.23,20010,2479907.86,1963,143844.07,213383.13,64994.22,19069.16,1815.27,9865.03,2674.68,11449.97,0.0
2016-08-01,2036-07-01,2660054.46,07522,3286269.01,1930,237083.95,457952.98,220510.87,21244.31,0.0,77183.8,15282.4,42781.75,24502.92
2016-07-01,2026-06-01,1361865.74,39553,1925623.27,1975,143474.21,463438.52,322395.62,36617.28,0.0,32959.17,30855.23,18524.94,99786.26
2016-11-01,2026-10-01,4720939.63,77083,6377193.1,1983,497474.68,1001874.92,515018.23,74353.75,0.0,78512.25,45555.97,28750.45,132999.93
2016-12-01,2031-11-01,1100291.8,60609,1617843.93,1889,101537.26,152244.55,55698.59,14619.59,0.0,15938.65,5374.18,1492.25,3689.33
2016-08-01,2036-07-01,2376886.24,07522,3017776.46,1930,204610.75,389949.28,179482.06,25345.45,1164.72,75462.51,13566.73,30120.66,9360.17
2016-08-01,2023-07-01,2383876.59,60660,3137829.27,2006,182224.48,235413.76,58429.92,6367.19,0.0,31251.47,5612.14,3867.68,0.0
2016-09-01,2036-08-01,2366797.14,11216,3640446.49,2008,152393.27,180762.0,25214.34,2825.54,0.0,1528.75,4060.27,1646.46,2789.83
2017-02-01,2022-10-01,966680.12,11238,35320570.25,1926,1943037.14,3292762.98,1359829.26,179042.97,0.0,662296.71,35216.48,56681.81,197814.54
2016-07-01,2016-07-01,0.0,90814,1795924.82,1963,74518.19,120690.06,45048.8,5514.74,0.0,21393.54,3443.73,850.36,0.0
2016-09-01,2031-08-01,970043.47,60649,1799378.27,1926,114224.26,212128.22,101550.32,29869.7,0.0,25936.99,5766.61,7815.27,8811.36
2016-07-01,2023-06-01,4469848.81,85122,6270360.94,1986,422726.43,1019345.2,606984.89,124588.91,0.0,65957.85,15195.9,128309.71,164572.2
2016-08-01,2036-07-01,1263540.68,11237,2274385.29,1931,86492.91,134606.44,47821.83,4110.22,0.0,15049.93,2042.49,18760.56,2769.13
2016-08-01,2036-07-01,971863.58,11207,1374317.63,1930,69193.46,106030.66,35144.86,3086.28,0.0,10659.2,4761.61,6501.7,1849.34
2016-08-01,2036-07-01,1495477.37,55403,1952191.13,1925,107689.99,212291.51,99979.89,17378.92,0.0,33748.24,8789.89,12178.52,6201.46
2016-09-01,2036-08-01,4604772.57,10035,6132306.0,1900,328556.7,437356.04,118019.04,4423.22,0.0,78840.08,3960.02,13501.04,0.0
2016-10-01,2036-09-01,1078499.51,07712,1444468.47,1950,85224.25,223590.78,137374.79,18105.68,0.0,28074.06,12487.81,32195.03,0.0
2016-07-01,2026-06-01,7118719.51,66048,8958753.29,1995,634404.2,1077143.89,455250.88,89057.78,0.0,52021.73,41482.34,73709.75,111268.59
2016-07-01,2016-07-01,0.0,90814,3502702.41,1962,128233.88,211290.52,82008.81,6265.17,0.0,41462.04,5849.62,9447.06,5874.65
