First Payment Date,Maturity Date,Loan Amount,Zip,Property Value,Year Built,Net Operating Income,Effective Gross Income,Total Operating Expenses,Maintenance Expense,Parking Expense,Taxes Expense,Insurance Expense,Utilities Expense,Payroll Expense
2017-07-01,2027-06-01,0.0,30092,24327423.85,1985,1200461.89,2532039.44,1291148.21,220339.09,0.0,198776.06,57251.58,52319.96,365798.29
2017-07-01,2037-06-01,0.0,08035,3358086.24,1940,311051.62,323501.3,13040.09,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-07,2037-07-07,0.0,11233,1505425.15,1907,95332.2,128392.02,33825.76,4134.82,0.0,5569.85,4922.35,6295.68,3191.91
,,0.0,78704,0.0,1952,491378.53,497601.87,20332.77,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2037-07-01,0.0,11237,3951280.44,1931,202984.44,242089.83,40136.58,4931.43,0.0,10328.18,4858.66,1281.15,3986.66
,,0.0,97448,9173461.76,1995,652028.45,1089995.98,416415.85,112133.84,0.0,110682.81,24318.07,5831.3,26614.84
2017-03-01,2024-02-01,3927443.11,85051,5046894.67,1985,291783.22,587089.04,297500.48,65387.59,0.0,24361.03,12775.97,43145.4,78745.89
2017-05-01,2037-04-01,1529689.8,90802,2111651.73,1923,124737.08,184653.4,62488.89,13855.17,0.0,21984.91,2896.09,18084.23,1177.37
2017-03-01,2027-02-01,5427876.96,33612,6921641.94,1986,475777.65,1077560.26,651055.36,140337.03,0.0,66329.52,42954.87,28100.6,180695.93
2017-05-01,2027-04-01,3190727.65,33612,5057760.89,1982,349890.66,701405.6,349516.36,63383.6,0.0,66172.13,27050.13,8317.42,69414.48
2017-05-01,2037-04-01,4702194.2,10459,6897577.71,1910,340881.8,543057.32,207372.5,22907.3,0.0,54504.23,20018.39,35134.92,12664.59
2017-05-01,2027-04-01,3469704.34,60645,5054940.85,1954,276725.37,439474.36,165197.42,24238.69,8577.45,56694.78,12265.8,15171.42,12021.72
2017-07-01,2037-06-01,0.0,11694,1305777.21,1920,77834.59,142640.92,62287.07,5246.88,0.0,23796.93,6572.09,1197.84,4252.91
2017-07-01,2027-06-01,1809494.68,87107,2851933.67,1972,186274.49,415409.47,226416.13,29033.6,0.0,23978.93,28956.18,77957.3,48305.48
2017-07-01,2037-06-01,2474279.4,93536,3536758.31,1985,207967.55,347706.21,139657.12,22191.39,0.0,55602.04,15608.84,17056.3,8338.79
2017-07-01,2027-06-01,0.0,14548,2703015.22,1985,185745.21,295876.9,113059.71,25870.28,0.0,48433.93,3896.84,5141.6,10392.55
2017-05-01,2027-04-01,2129751.21,21218,2775788.15,1960,177170.87,314122.61,144445.53,31361.91,0.0,25825.96,12950.5,14365.11,3997.97
2016-06-01,2026-05-01,19594107.53,20743,24466299.78,1964,1456840.9,3108562.13,1660970.72,424626.28,0.0,172374.7,89203.73,87645.46,409485.9
2017-07-01,2037-06-01,817375.21,11206,1214859.28,1931,51413.82,91300.21,38859.95,5129.83,0.0,5495.07,3807.62,8344.9,3749.21
2017-04-01,2027-03-01,32806978.88,28273,42698777.69,2001,2126716.74,3820504.93,1626975.85,388906.59,26598.63,227497.71,36790.82,73276.03,428629.32
2017-03-01,2027-02-01,0.0,11208,1451619.74,1900,97407.55,127092.98,33387.13,4991.0,0.0,5128.4,4461.45,5703.58,2972.34
2017-03-01,2047-02-01,4190470.55,91950,12799035.24,1972,627186.15,1149908.55,527476.96,99659.07,0.0,89068.3,30938.51,111397.86,131520.67
2017-06-01,2037-05-01,3849179.45,36619,5606991.24,1975,393711.88,965908.12,587828.45,115823.44,0.0,39945.21,43612.8,98272.93,145541.52
2017-05-01,2037-04-01,3070594.43,92024,6101546.21,1987,274081.27,415441.88,149236.14,26653.51,0.0,56823.97,7888.49,1892.76,0.0
2017-05-01,2027-04-01,0.0,13323,3810100.68,1978,333197.65,491347.6,159941.63,51446.07,0.0,44473.02,10300.6,7809.04,25967.96
2017-05-01,2027-04-01,11899804.46,23505,17663943.85,1942,1075982.26,1770413.56,761869.28,140371.63,0.0,126530.85,23387.73,27671.37,231479.42
2016-09-01,2026-08-01,21612096.46,75067,26333684.11,1983,1735230.28,3182470.35,1413605.48,177499.34,0.0,434913.0,79381.55,42846.96,341530.31
2017-06-01,2037-05-01,1742553.26,68005,2532575.54,1969,158315.52,357109.9,193731.44,57589.44,0.0,20478.23,16594.58,17518.57,45548.85
2017-06-01,2027-05-01,5486390.16,02134,8793707.12,1930,411998.17,557633.31,132097.2,32057.1,0.0,33170.67,6674.21,36710.38,0.0
2017-08-01,2027-07-01,0.0,84107,4646432.2,1968,264743.8,496927.46,225236.53,72010.22,5032.82,23.95,9325.91,22114.67,71158.93
,,0.0,01867,0.0,,236482.15,253745.51,10358.84,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2027-06-01,27183325.28,30043,42792739.4,2013,2131588.3,3621842.28,1444338.76,160412.57,0.0,456758.31,50916.28,212192.33,299993.59
2017-08-01,2024-07-01,0.0,95020,1832399.19,1988,101831.62,171841.79,64303.62,19850.94,0.0,19049.73,2056.6,5053.13,0.0
2017-08-01,2027-07-01,0.0,34266,27604913.26,1996,1614207.06,2476386.36,821261.25,127331.56,0.0,59666.53,48233.34,98548.58,287378.9
2017-07-28,2037-06-28,0.0,11221,Error,,143467.69,143038.14,5810.16,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2027-01-01,21508848.31,76039,28515289.74,1984,1772215.95,3327412.57,1663647.73,239631.71,13421.47,536404.51,52227.87,74178.91,328027.52
2017-05-01,2037-04-01,1360668.27,11215,2279939.83,1931,118864.18,148470.89,34099.08,0.0,0.0,8533.37,4790.22,3911.7,2431.47
2017-05-01,2027-04-01,1258474.44,60608,1748155.52,1885,23691.18,52103.38,28007.71,5040.54,0.0,13398.36,0.0,1716.64,3507.44
2017-03-01,2024-02-01,48341518.55,76039,72871385.26,2001,3992201.39,7192853.3,2958035.84,323154.28,93124.94,1316243.52,68715.33,64399.01,524456.88
2016-10-01,2026-09-01,44733024.71,78759,64938668.11,2015,3373656.27,5872454.6,2578425.82,255207.63,0.0,1318247.02,73120.53,220878.64,418637.0
2017-05-01,2027-04-01,7658902.46,39157,10171815.22,1975,549691.27,1283929.63,714163.77,153287.56,0.0,94253.46,20301.92,112900.1,236552.88
2017-07-08,2037-06-08,0.0,10462,3104195.24,1928,157128.39,278917.88,127169.63,10391.48,0.0,36878.33,11629.18,20400.26,10242.71
2017-07-01,2027-06-01,0.0,85705,6295946.55,1985,489682.14,878857.36,418692.84,79587.09,0.0,22379.27,21421.34,15144.44,165457.67
2017-08-01,2027-07-01,0.0,60645,1806997.66,1926,156461.43,182469.57,26007.36,12087.49,0.0,0.0,6208.69,2944.61,0.0
2017-07-01,2027-06-01,1498450.08,11355,18709069.66,1962,726727.63,1378224.39,695742.43,52088.76,26988.6,284053.87,43685.62,101930.4,30213.14
2017-07-01,2037-06-01,1419108.1,11237,2053610.62,1931,100516.36,133637.48,33721.12,3958.25,0.0,6161.9,3982.97,8106.59,2649.1
2017-07-01,2037-06-01,0.0,10452,9582333.08,1926,907443.91,941368.96,38753.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2027-06-01,0.0,75061,8385009.51,1961,549287.32,1157215.31,602436.25,100127.25,0.0,79664.62,39389.78,140416.02,70049.17
2017-06-01,2027-05-01,24902671.93,85225,36853095.25,1985,2234831.86,3650724.33,1403100.18,228541.51,0.0,204053.56,34759.26,109770.85,417216.11
2017-06-01,2037-05-01,1463661.66,11215,2252009.96,1931,106389.95,156269.7,49579.98,4038.55,0.0,13829.34,6453.61,6639.66,4028.72
2017-06-01,2027-05-01,5038390.72,35205,7375589.9,1950,619361.75,1029619.36,398490.77,84838.87,20356.23,77774.73,32702.5,35439.62,70734.68
2017-05-01,2037-04-01,2540706.38,11217,4137015.94,1920,183224.34,325959.63,138406.48,5355.58,0.0,86876.41,7586.18,10317.87,4857.7
2017-06-01,2037-05-01,2676628.75,11233,3441413.0,1910,220052.65,306862.43,81777.18,8648.02,0.0,15887.06,8738.82,13851.22,4203.64
2017-06-01,2027-05-01,0.0,19601,3411737.37,1931,257373.42,390087.0,139377.51,22767.25,23970.66,26226.06,9996.34,30751.61,12881.96
2017-06-01,2037-05-01,2654331.35,91801,5858070.51,1959,222458.7,354629.8,131260.97,14874.1,0.0,67516.7,5061.88,17534.4,11096.22
2017-06-01,2037-05-01,3985003.37,07107,5279947.67,1930,301846.39,471423.61,157732.28,14502.36,0.0,54568.62,12686.35,26574.16,12036.52
2017-07-01,2022-06-01,2604978.55,60610,3389677.02,1894,191156.42,247658.21,56640.82,9544.11,0.0,23073.17,4187.12,1632.12,0.0
2017-06-01,2032-05-01,6396030.86,48047,13498800.45,1978,950690.8,1750600.9,785454.03,178985.52,0.0,144550.06,58925.24,16612.12,170848.92
2017-06-01,2027-05-01,8458607.12,71115,11766682.89,1985,795563.0,1419478.29,611874.69,107106.0,0.0,70726.8,26090.12,32821.96,195765.35
2016-09-01,2026-08-01,18437270.63,75248,22976175.06,1968,1533653.47,3235411.36,1612923.18,183469.87,0.0,511949.23,51092.91,246415.22,333067.13
2016-10-01,2028-09-01,22120970.7,33612,31695528.59,1973,1700634.14,3086765.48,1478615.1,234090.02,0.0,237285.49,162448.83,126498.71,327285.48
2016-09-01,2028-08-01,40004426.97,60189,50238722.75,1978,2829088.21,4981471.65,2308272.24,275004.66,0.0,714971.83,70858.47,182207.36,489443.15
2017-08-01,2027-07-01,0.0,60653,1990361.27,1925,186189.91,298790.7,108688.46,28450.99,0.0,15702.83,12179.08,31367.06,5920.58
2017-08-01,2024-07-01,0.0,67212,4077737.47,1983,305655.82,582146.16,256040.28,45875.61,0.0,38920.56,30300.77,5727.87,86206.56
2017-08-01,2037-07-01,0.0,10468,4371889.63,1911,236643.12,377832.3,148735.54,10465.9,0.0,46406.33,14186.25,32037.98,10716.07
2017-07-01,2037-06-01,3028309.16,11230,16640511.94,1931,550841.64,1220851.78,628950.16,101237.72,0.0,189236.67,42196.83,58065.36,55952.79
2017-05-24,2037-04-24,0.0,08033,5044262.6,1924,466193.68,483764.0,19978.15,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,2024-05-01,4889669.68,30318,7225299.94,1987,366426.04,692229.2,341624.51,93403.11,0.0,80772.26,15618.27,9020.44,56678.28
2017-08-07,2037-07-07,0.0,11216,3630753.03,1905,182869.93,295715.89,106027.51,4710.16,0.0,45715.17,8377.5,12044.24,7194.84
2017-05-01,2027-04-01,994189.65,43105,1642580.97,1972,124303.74,328522.69,215443.62,33916.11,0.0,20534.62,6556.69,65690.83,38490.95
2017-05-01,2027-04-01,969037.82,90031,1218289.38,1924,73675.08,118284.73,42971.11,7150.91,0.0,16040.47,4116.59,8295.37,0.0
2017-04-01,2037-03-01,1815874.66,11230,3643248.18,2016,260966.98,281622.04,24157.66,3161.9,0.0,0.0,3057.14,5243.81,2044.72
2017-05-01,2027-04-01,2618408.78,07302,4010253.09,1960,228093.55,332680.41,116711.23,5865.96,0.0,22692.26,22748.86,18603.14,23824.36
2017-05-01,2027-04-01,1275740.93,97220,2472737.53,1973,109661.12,229077.48,117358.92,46229.46,0.0,26679.57,5810.51,20349.63,0.0
2017-03-01,2024-02-01,9450088.93,77036,15382430.31,1976,868129.33,2534104.58,1560573.24,303234.61,0.0,225695.27,224753.18,387300.62,324112.87
2017-06-01,2027-05-01,0.0,19604,4682689.26,1897,370457.34,524646.37,162233.29,32907.6,17525.83,39004.08,15610.96,4161.81,25056.32
2016-10-01,2028-09-01,20218615.47,75067,24643452.69,1972,1842631.47,2987769.78,1062281.79,124538.58,0.0,228683.34,63027.19,59351.56,288828.16
2017-06-01,2037-05-01,0.0,11213,6333237.77,,274142.06,505950.92,225819.01,27142.62,0.0,59670.24,17772.03,42367.49,19909.97
2017-07-01,2037-06-01,2542313.91,06902,4553255.36,1920,227919.89,530443.73,308826.07,50921.61,1568.62,77682.93,53195.13,8981.05,33336.51
2015-10-01,2035-09-01,3406705.51,60625,4732569.73,1924,266112.17,361815.37,98809.01,24888.72,0.0,25124.09,7603.13,14290.68,0.0
2017-08-07,2037-07-07,0.0,11220,3130547.41,1905,163014.05,289611.49,118327.37,10005.76,0.0,50587.81,7056.65,15506.47,9420.8
2017-07-01,2037-06-01,2995017.75,11223,18465782.96,1940,567706.59,1421936.04,814216.85,135082.83,0.0,281131.53,46666.36,87099.69,43841.04
2017-09-01,2027-08-01,0.0,36106,8206554.14,2015,587283.38,605401.16,16398.79,5227.94,0.0,600.02,2013.35,1435.57,0.0
2017-02-01,2027-01-01,9446222.86,30106,16379463.7,1995,738956.23,1416966.21,699547.81,106819.36,0.0,126842.14,32351.66,16730.18,173071.45
2017-05-01,2037-04-01,1886688.19,11215,3082096.25,1920,142291.49,219651.49,75193.17,5107.48,0.0,34448.28,4343.23,5777.64,5144.83
2017-04-01,2037-03-01,1636238.44,90026,2444858.99,1910,125156.04,218552.74,94721.13,21068.14,14793.78,20928.08,7082.0,7489.64,8451.63
2017-04-01,2027-03-01,18791660.8,48187,34601195.08,1973,2314862.22,4123943.33,1843988.45,321106.09,0.0,564392.97,87260.59,22368.95,351573.5
2017-04-01,2027-03-01,6664796.6,77581,9441594.39,1976,662870.17,1434388.28,753582.16,135081.3,0.0,142155.72,86162.82,42782.25,220993.67
2017-05-01,2037-04-01,3238487.27,11216,5160315.8,1900,266497.23,363745.05,103261.96,9699.76,0.0,27858.73,7105.37,16662.59,6366.73
2017-04-01,2022-03-01,1429858.53,95603,2402580.67,1963,116560.48,220823.39,111361.83,16430.53,0.0,40215.35,6299.2,15771.12,15523.5
2017-04-01,2027-03-01,22107105.13,28273,32639368.43,1996,1636139.48,2841900.68,1216858.11,327132.89,0.0,144055.62,23757.38,54036.73,342430.44
2017-03-01,2028-02-01,27859469.54,95128,37969025.18,2016,2542139.65,6837682.28,4096313.52,75370.32,0.0,351032.69,31097.76,116062.65,2577488.83
2017-06-01,2024-05-01,0.0,77057,6299588.09,1980,398688.64,933833.02,558451.66,53169.71,0.0,104348.67,35246.23,28634.95,135802.68
2017-08-01,2037-07-01,0.0,11203,2880124.39,1930,185070.11,259763.02,68897.04,6547.89,0.0,29561.66,7272.08,9224.3,3638.81
2017-06-01,2027-05-01,774681.24,90008,1105514.08,1951,61060.82,88683.65,31788.48,6562.55,0.0,9908.4,2854.61,5698.76,0.0
2017-07-01,2027-06-01,2037994.66,60622,2815119.63,1913,152045.2,194805.59,50695.56,11714.13,0.0,15409.08,4816.51,1133.02,0.0
2016-09-01,2026-08-01,23324936.03,32258,34010569.4,2006,1948474.54,3538352.81,1541548.72,218473.77,0.0,494065.86,77444.14,45533.23,329199.28
2017-06-01,2037-05-01,2809235.44,80128,3626755.61,1959,205601.07,325005.71,122492.47,18725.64,0.0,20243.8,15566.26,39173.69,6536.04
2017-04-01,2029-03-01,12493252.57,64126,17099380.59,1970,1171408.04,2181030.99,946384.28,236616.26,0.0,24575.05,92391.42,57883.38,270127.91
2017-08-01,2037-07-01,0.0,11221,3569361.2,1931,184425.49,223734.74,36944.88,5146.84,0.0,8577.32,4908.92,1247.3,3910.28
2017-06-01,2024-05-01,8707854.76,28613,10639382.2,2000,780352.03,1358302.47,579634.11,141654.01,0.0,49600.9,23493.66,90578.96,187897.21
2017-05-24,2037-04-24,0.0,08021,6880463.68,1962,802693.37,830157.89,31953.04,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2037-06-01,0.0,11218,5409571.06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2024-04-01,0.0,48038,7887634.07,1975,537054.46,1098805.76,568209.18,77462.13,0.0,149586.72,41440.03,139263.3,99605.68
2017-02-01,2037-01-01,4529775.34,10456,5703779.84,1922,311022.77,486905.57,176045.12,15633.18,0.0,46472.57,16579.83,29088.86,15241.55
2016-03-01,2046-02-01,0.0,91020,3421991.23,1964,116952.34,160363.7,50211.18,8455.37,0.0,15634.42,5359.26,9586.85,1291.79
2017-06-01,2027-05-01,769307.57,90008,1144258.81,1951,60457.52,88803.89,28513.79,6213.4,0.0,10087.31,2837.53,4320.19,0.0
2017-06-01,2027-05-01,1075770.48,21229,1338032.64,1965,129835.11,208417.84,71829.97,16585.41,0.0,22008.41,4668.65,3556.38,4531.68
2017-02-01,2029-01-01,11666928.98,76053,17099100.06,1973,995645.5,1805866.39,853694.26,88626.71,0.0,183037.97,82892.91,42167.16,201792.22
2017-01-01,2026-12-01,13532159.32,70816,20246965.44,1974,1299562.64,2701848.26,1477800.14,209883.5,0.0,158229.66,91727.63,213380.97,415423.05
2017-06-01,2027-05-01,6906749.93,70816,9387875.11,1970,646020.98,1415483.05,799270.95,122229.04,0.0,71362.72,66114.52,28973.28,282634.82
2017-07-01,2037-06-01,1935218.47,11206,2759623.03,1931,121143.18,172389.09,46634.79,6897.64,0.0,6497.27,6225.2,8529.58,3707.67
2017-03-01,2037-02-01,5034400.66,10128,18332961.68,1910,368996.79,782390.84,412145.18,81032.48,0.0,196593.91,13668.34,30092.37,9195.82
2017-04-01,2042-03-01,1024208.01,90501,3182359.96,1928,163951.78,253367.21,79211.34,14161.34,0.0,37324.11,4259.94,7515.33,5108.12
2017-04-01,2027-03-01,3896662.96,10458,14656617.36,1935,530681.86,1063160.13,552114.15,62692.88,0.0,91561.69,60222.68,146748.75,35566.44
2017-02-01,2024-01-01,15025241.53,77057,21380091.95,1967,1472513.8,3461042.19,2034158.23,144492.7,40236.52,526514.23,161349.27,339749.99,409081.42
2017-07-01,2022-06-01,2627411.61,60613,3362151.5,1895,201589.29,256468.09,55550.87,6962.2,10079.05,24705.91,4238.11,1080.67,0.0
2017-06-01,2027-05-01,2249760.78,02446,3556826.89,1909,170853.22,233145.08,58194.3,7004.48,0.0,21607.57,2263.07,16652.45,0.0
2017-05-01,2037-04-01,0.0,07103,1538328.03,1924,109892.3,146126.73,31205.71,5898.7,0.0,10865.97,6141.02,988.31,0.0
2017-07-01,2037-06-01,1432758.94,60005,1987344.02,1973,122901.67,202594.27,89861.54,24062.66,0.0,28279.96,10808.86,3492.66,0.0
,,0.0,93103,3543281.95,1963,150615.99,215495.27,69435.63,17215.64,0.0,17317.8,6270.23,2935.54,0.0
2017-08-07,2037-07-07,0.0,11208,2079849.04,1922,121646.02,175617.03,56414.27,4698.19,1505.01,23670.19,4670.78,6517.31,4016.07
2017-08-01,2027-07-01,0.0,20764,2799683.0,1970,184415.09,429665.68,231566.21,53864.02,0.0,31174.46,28319.76,16643.05,34551.81
2017-07-01,2027-06-01,1816373.6,35216,2407632.25,1973,164957.08,288776.35,120263.93,30718.74,0.0,25879.03,11596.03,14886.2,17837.9
2017-07-01,2022-06-01,0.0,11208,1869218.28,1925,111317.47,179800.77,66430.96,6479.67,0.0,21933.25,5072.29,10483.1,6023.05
2017-07-05,2027-06-05,0.0,02169,0.0,,182311.49,256075.56,83866.18,12806.68,0.0,25578.81,7251.76,6249.44,0.0
2017-07-01,2037-06-01,0.0,07740,4612738.25,1965,416258.83,438422.23,17841.49,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2027-07-01,0.0,98664,2666970.01,2017,147313.01,192574.71,49108.97,9573.24,0.0,21344.36,4082.42,684.68,0.0
2017-08-01,2037-07-01,0.0,11203,0.0,,246574.94,441885.55,194280.17,15645.12,0.0,67637.99,17825.42,21925.44,16143.9
2017-02-01,2024-01-01,53473618.68,08096,67417154.59,1974,3405005.83,6085140.16,2450241.62,302190.32,0.0,730541.76,189193.21,379451.8,408205.33
2017-04-01,2027-03-01,7031185.74,43068,9054781.76,1988,658203.66,1457243.14,819063.26,117195.11,0.0,241007.82,34229.46,19896.85,174246.39
2017-02-01,2025-05-01,1179692.92,78250,15166812.84,1983,978383.37,2062856.41,1155049.49,145853.88,0.0,346230.4,53074.5,152522.89,251713.4
2017-07-01,2027-06-01,3671100.27,10013,15955791.43,1910,300890.74,536078.51,238142.11,19210.85,0.0,104914.46,19694.75,32494.85,13492.03
2017-03-01,2027-02-01,21009907.97,85308,26485748.54,1985,1732711.16,2909339.09,1147953.15,200009.02,0.0,136205.54,39467.32,72990.95,327152.76
2017-05-01,2027-04-01,2739387.56,22172,5254573.88,1966,433095.65,882280.97,437642.32,68735.22,0.0,59204.57,29655.28,16116.22,128605.62
2017-02-01,2027-01-01,18007864.0,55123,22740661.92,1988,1327405.78,2047617.99,706086.85,133676.78,0.0,163397.51,42329.14,54521.49,183494.73
2017-04-01,2024-03-01,2985285.66,35022,4129897.81,1974,276617.23,659360.45,401354.92,123530.02,0.0,30529.96,32192.85,89485.57,72297.79
2017-07-01,2027-06-01,0.0,02368,3751727.64,1966,209381.0,340457.1,128493.38,29928.13,0.0,41180.27,12555.76,10897.36,0.0
2016-09-01,2026-08-01,18002654.97,76109,22966130.62,1984,1450773.87,3080500.76,1614094.75,153184.67,0.0,490855.49,80956.51,82255.33,358139.25
2017-07-01,2027-06-01,0.0,46256,117846757.79,1978,6183681.28,10397243.33,4401685.23,706037.96,18404.83,856036.24,165782.46,146256.01,1195015.42
2017-07-01,2022-06-01,1514806.63,60618,1887383.18,1915,38613.63,39416.11,0.0,0.0,348.47,0.0,0.0,0.0,0.0
2017-07-01,2037-06-01,1466326.18,11226,1867778.63,1930,105633.18,134892.14,28228.27,3134.07,0.0,7104.19,3340.82,895.09,3067.63
2017-09-01,2037-08-01,0.0,94606,1455710.32,1932,71401.17,133052.43,61435.7,13764.19,2108.11,17765.28,3154.62,16251.35,0.0
2017-06-01,2037-05-01,4108069.18,02072,5375800.22,2016,323122.96,433341.2,92831.76,10974.22,0.0,50360.45,6840.71,15016.02,0.0
2017-07-01,2037-06-01,979671.11,07501,1341806.43,1950,82173.39,130362.51,47893.12,5112.39,1189.38,19134.71,11318.75,794.59,4032.68
2017-07-01,2024-06-01,5397049.2,85202,8600076.59,1987,461028.0,794771.52,340360.98,100436.64,9766.69,0.0,9963.56,16900.45,96969.67
2017-08-01,2024-07-01,0.0,77036,13031624.54,1979,921640.07,2019563.09,1083341.83,193663.81,0.0,135277.33,82838.83,44609.08,314152.07
2017-05-31,2037-05-01,0.0,08106,7300992.38,1962,570209.69,599007.95,24137.78,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2037-06-01,1485649.91,60653,2325534.94,1912,155489.86,206713.51,56240.69,10654.46,0.0,11911.85,6816.66,1978.97,0.0
2017-06-12,2037-05-12,0.0,90715,1943901.66,1990,108558.16,160600.53,46291.52,8248.01,0.0,22851.35,1996.93,1048.33,0.0
2017-04-01,2037-03-01,2855588.78,11385,3493925.35,1930,192198.72,222580.45,31606.36,4471.68,0.0,11837.61,2868.84,811.22,0.0
2017-06-01,2037-05-01,1433355.1,11233,2193124.24,1903,95509.1,128792.48,32807.59,4738.67,0.0,5687.01,3467.95,5949.28,2679.14
2017-07-01,2037-06-01,1676685.31,02121,2366745.28,2016,120774.59,169487.8,46220.66,8079.61,0.0,17286.26,4473.54,5736.17,0.0
2017-06-01,2027-05-01,2387541.19,89509,3836763.45,1971,242545.83,422035.69,173217.91,49254.58,0.0,17875.58,10254.59,4029.44,26135.52
2017-06-01,2037-05-01,1998819.54,11237,3187689.46,1901,147983.82,185818.88,39949.35,6008.19,0.0,11841.39,3522.87,1196.52,2572.88
2017-05-01,2037-04-01,2868071.81,11103,4758533.86,1916,217221.33,303498.91,85933.31,4209.18,0.0,36816.1,9600.3,20571.52,3502.89
2017-07-01,2037-06-01,0.0,60613,3546700.77,1894,182143.26,255990.79,82345.18,11946.03,0.0,29037.6,5204.7,11650.05,4519.4
2016-09-01,2026-08-01,26351359.12,28403,36868831.26,2014,2668577.31,4268384.79,1715992.47,276815.16,0.0,250982.91,70424.61,369805.96,415034.86
2017-06-01,2024-01-01,2894546.17,,10219874.87,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2024-06-01,1878539.26,60626,2536460.67,1962,148977.21,229245.66,85428.37,13026.8,8547.27,22894.52,7989.71,15683.64,0.0
2015-09-01,2025-08-01,15428344.71,33401,21385200.91,1970,1145775.06,2458887.52,1374948.99,214632.71,0.0,453705.39,96246.25,85428.54,279627.34
2017-03-01,2037-02-01,2787820.18,07208,3400305.29,1945,198468.28,431577.41,238359.24,31222.2,0.0,83480.27,12596.68,44722.18,20900.21
2016-12-01,2026-11-01,25203276.13,23602,33231057.44,1987,1948113.39,3354890.79,1320801.6,165025.84,0.0,295778.57,72631.86,48906.9,371103.3
2017-07-01,2037-06-01,3219645.62,11222,5033261.12,1928,232940.47,273376.62,51443.83,5598.83,0.0,12234.2,4156.14,6256.44,6442.5
2016-12-01,2036-11-01,814369.32,10703,1063273.87,1974,54349.46,99285.73,44290.43,3408.61,0.0,19264.43,3955.87,7869.54,2238.79
2016-06-01,2036-05-01,2223791.02,10462,3334311.38,1965,149485.65,265615.64,110184.75,8908.84,8694.81,33873.64,7475.35,22383.16,9248.82
2016-04-01,2023-03-01,10865786.64,06066,14034377.9,1965,927133.63,1719770.32,813355.12,157415.85,0.0,170089.57,54401.69,176814.6,88069.33
2016-10-01,2026-09-01,3588777.09,97132,6342713.35,1989,278054.32,526816.48,249803.34,16813.17,0.0,42176.48,5136.32,1292.96,26716.99
2017-04-01,2024-03-01,5814621.93,90292,14303203.1,2009,460404.26,692266.77,238498.49,20082.81,0.0,158678.36,6051.75,11622.05,0.0
2016-12-01,2028-11-01,36204240.98,84119,44613449.29,1985,2590553.95,3995950.67,1363219.35,253990.58,59569.24,244807.33,56193.12,89149.85,433894.85
2017-02-01,2037-01-01,3130948.26,10473,4921055.71,1929,203525.52,431829.67,215969.38,23867.48,0.0,73216.94,18958.03,38974.97,17167.59
2017-05-01,2027-04-01,3135630.51,19146,4227234.17,2015,226271.86,264992.88,46518.13,10219.08,0.0,2157.99,8188.91,4649.32,847.92
2016-03-01,2036-02-01,7662686.31,80916,13366032.53,1972,758639.25,1546460.9,758150.39,111526.75,0.0,28278.83,46114.62,196113.82,233474.92
2016-10-01,2036-09-01,3745120.19,14201,6360141.9,1958,332512.55,813275.7,461309.84,64783.78,9563.69,33861.87,17051.61,72918.94,178396.1
2016-12-01,2026-11-01,9239159.94,48178,13727803.05,1975,908908.91,1799666.37,891636.46,166267.28,0.0,165805.19,44354.11,77963.53,265130.8
2016-11-01,2026-10-01,9117829.26,73132,12596720.04,1971,811651.53,1991707.77,1195901.92,223326.47,0.0,99520.08,167867.85,41245.87,390846.14
2016-11-01,2026-10-01,8289968.32,07018,9928732.74,1940,649659.21,1187950.72,551587.32,62270.1,16617.03,230382.1,26389.36,59012.18,62272.48
2016-07-01,2036-06-01,4102911.86,11211,6247968.45,1920,357225.13,425994.74,51959.83,6625.33,0.0,8870.14,4140.92,2700.47,2978.57
2016-10-01,2026-09-01,2745870.86,14214,3871817.27,1931,241188.28,436084.09,189791.89,21198.93,2421.61,47532.49,20744.45,44269.06,0.0
2016-12-01,2046-11-01,2866301.08,14131,5821425.09,1970,524411.77,880326.97,381384.76,62380.42,0.0,147252.9,8059.24,9763.42,84931.03
2016-11-01,2026-10-01,5290139.17,77573,8456162.17,1976,643722.1,1198335.98,576401.91,98728.83,0.0,70543.2,56475.57,120003.03,171906.64
2016-12-01,2026-11-01,1585603.41,35205,2271277.98,1940,145827.0,269810.01,128138.89,31490.28,0.0,22263.38,13370.96,11034.21,11391.78
2016-06-01,2023-05-01,12229519.47,18612,15942464.23,1975,1435287.56,1949631.04,444487.03,73591.31,0.0,115204.69,25563.54,20271.81,69221.07
2016-05-01,2036-04-01,1716472.88,46805,2534191.85,1949,184564.73,522407.92,353089.52,54572.52,0.0,34359.52,40971.58,32423.33,79549.99
